surface_m2,nb_pieces,etage,ascenseur,temps_metro,annee_construction,quartier,balcon_terrasse_m2,etat_bien,stationnement,prix_eur
20,1,5,0,4,1970,Part-Dieu,2,neuf,0,136800
75,4,1,0,6,1944,Vieux Lyon,0,à rénover,0,401300
68,3,2,0,7,1990,Confluence,3,bon,1,445500
104,4,8,1,7,2025,Confluence,6,bon,1,719800
33,2,15,1,4,1976,Presqu'île,11,bon,0,255400
32,1,3,1,6,1978,Monplaisir,2,à rénover,0,164900
39,2,13,1,9,1991,Monplaisir,3,bon,1,267200
32,1,7,1,4,1990,Part-Dieu,0,neuf,1,237900
95,4,4,0,1,1964,Presqu'île,3,bon,0,673800
43,2,13,0,4,1941,Part-Dieu,4,bon,0,273100
69,3,15,0,7,1960,Vieux Lyon,10,bon,0,470200
67,3,4,0,9,1934,Vieux Lyon,0,à rénover,0,338400
54,3,4,0,3,1950,Presqu'île,0,neuf,0,392800
60,3,13,1,8,1921,Vieux Lyon,5,à rénover,0,340200
47,2,6,0,5,1920,Vieux Lyon,2,bon,0,286500
54,3,5,0,7,1892,Vieux Lyon,1,à rénover,0,263900
35,2,4,0,7,1928,Vieux Lyon,0,bon,0,208200
57,3,7,0,8,2014,Monplaisir,7,bon,1,371900
29,1,9,0,2,2000,Part-Dieu,4,bon,1,214500
45,2,8,0,8,2025,Confluence,9,bon,1,317800
42,2,7,0,5,1983,Part-Dieu,4,neuf,1,297000
52,2,15,1,9,1915,Croix-Rousse,6,à rénover,0,300700
101,5,6,0,3,1992,Presqu'île,8,neuf,1,795300
42,2,12,1,7,1946,Croix-Rousse,4,bon,0,282200
67,3,15,0,1,1923,Presqu'île,6,bon,0,485700
28,1,7,0,3,1928,Vieux Lyon,0,à rénover,0,154100
41,2,14,0,6,1970,Monplaisir,2,à rénover,1,240000
39,2,9,1,6,1960,Vieux Lyon,5,à rénover,0,227400
26,1,6,0,9,2025,Confluence,8,bon,1,191400
36,1,8,0,6,1961,Part-Dieu,9,bon,1,245300
71,4,4,0,10,2025,Confluence,8,bon,1,480800
23,1,2,1,8,1945,Part-Dieu,2,bon,0,135500
112,5,8,0,3,2025,Presqu'île,6,neuf,1,917300
21,1,5,1,7,2021,Monplaisir,8,bon,1,152400
77,5,0,0,7,2023,Confluence,1,bon,1,480500
37,2,0,0,4,1960,Presqu'île,0,à rénover,0,214100
85,4,5,0,3,1984,Presqu'île,4,bon,1,624200
120,5,7,1,8,2020,Confluence,1,bon,1,798600
54,2,7,0,6,2007,Part-Dieu,11,bon,1,376800
34,2,0,0,9,2025,Part-Dieu,0,bon,1,223900
76,4,15,1,8,1939,Croix-Rousse,4,neuf,0,546000
99,5,15,1,6,2017,Monplaisir,11,neuf,1,721600
59,2,5,0,5,1950,Vieux Lyon,2,à rénover,0,331200
76,3,14,0,4,1926,Vieux Lyon,8,bon,0,514200
88,4,15,1,3,2025,Part-Dieu,9,neuf,1,681800
35,1,10,0,4,1958,Presqu'île,3,bon,0,245300
70,3,11,1,8,1979,Monplaisir,4,bon,0,428700
105,5,1,0,7,1970,Confluence,4,bon,1,641400
42,2,1,0,2,2010,Part-Dieu,0,neuf,1,295700
64,3,10,0,7,2015,Confluence,5,bon,1,448200
18,1,8,1,7,1993,Croix-Rousse,2,bon,0,126200
33,1,3,0,7,1881,Vieux Lyon,0,bon,0,181900
21,1,12,0,5,1959,Part-Dieu,5,à rénover,0,124200
92,4,8,0,8,1972,Monplaisir,1,bon,0,539000
127,7,11,1,9,1898,Croix-Rousse,7,bon,0,766700
34,2,14,0,5,1949,Part-Dieu,1,à rénover,1,207600
40,2,6,0,5,1939,Presqu'île,8,bon,0,275300
53,2,11,0,9,2025,Confluence,7,neuf,1,396500
43,2,14,1,3,1973,Part-Dieu,3,bon,1,309600
42,2,11,1,9,1962,Vieux Lyon,0,bon,0,276400
25,1,1,0,6,1979,Part-Dieu,0,bon,1,168000
25,1,5,0,6,1936,Croix-Rousse,0,à rénover,0,134100
36,2,4,0,7,1978,Monplaisir,3,bon,0,219200
18,1,9,0,5,1930,Vieux Lyon,9,bon,0,125000
38,2,0,0,7,1937,Croix-Rousse,0,à rénover,0,191600
47,2,1,0,11,1999,Confluence,0,bon,1,288400
70,3,14,1,6,1916,Croix-Rousse,6,bon,0,460900
22,1,0,1,8,1969,Vieux Lyon,1,à rénover,0,117200
44,2,11,0,3,1989,Presqu'île,7,neuf,0,347900
26,1,0,0,4,1971,Part-Dieu,0,bon,1,174000
31,1,3,0,7,1980,Monplaisir,4,bon,1,204700
35,2,6,1,6,1931,Monplaisir,3,bon,0,207500
53,2,3,0,5,1969,Part-Dieu,0,bon,0,323500
54,2,10,1,5,1987,Part-Dieu,7,à rénover,1,331600
24,1,5,1,8,1976,Monplaisir,3,bon,0,149400
69,3,12,1,5,1992,Presqu'île,6,bon,1,525300
43,2,1,0,9,1913,Croix-Rousse,3,à rénover,0,218200
51,3,2,0,4,1956,Presqu'île,3,à rénover,0,310600
75,4,15,1,8,1967,Croix-Rousse,8,bon,0,528300
59,3,5,0,5,1984,Part-Dieu,6,bon,1,390000
39,2,7,1,7,1941,Vieux Lyon,0,bon,0,245100
26,1,10,0,8,1955,Monplaisir,0,bon,1,172100
83,3,1,0,7,1950,Monplaisir,2,bon,1,479200
25,1,7,0,5,1979,Part-Dieu,4,à rénover,0,137500
47,2,0,0,4,2013,Part-Dieu,0,bon,1,308900
58,2,14,0,7,1958,Croix-Rousse,7,bon,0,391100
53,2,14,0,5,1957,Presqu'île,5,bon,0,372600
31,2,14,0,9,1929,Vieux Lyon,5,bon,0,203700
63,3,9,0,7,1922,Vieux Lyon,0,bon,0,381700
19,1,1,0,10,1951,Monplaisir,3,bon,0,105400
34,1,8,0,5,1957,Presqu'île,2,bon,0,237200
28,1,3,0,6,1971,Presqu'île,4,bon,0,190800
48,2,0,0,6,1970,Monplaisir,0,bon,0,272700
50,2,0,0,7,2009,Monplaisir,1,bon,1,303200
91,4,1,0,7,1907,Croix-Rousse,5,à rénover,0,444900
63,2,10,1,7,1983,Monplaisir,7,bon,1,414900
21,1,7,1,8,1989,Monplaisir,10,neuf,1,164900
34,1,10,0,6,1966,Croix-Rousse,7,à rénover,0,206400
73,4,9,0,3,2008,Presqu'île,3,à rénover,0,477000
72,3,3,0,7,2014,Confluence,4,neuf,1,508800
50,2,4,0,7,2020,Confluence,6,bon,1,347900
68,3,2,0,8,1986,Croix-Rousse,0,neuf,1,468100
91,5,7,0,4,1968,Monplaisir,1,à rénover,0,476900
50,3,6,0,8,1968,Confluence,5,bon,0,314800
18,1,4,1,6,1962,Croix-Rousse,6,neuf,1,145700
32,1,10,0,6,1956,Vieux Lyon,3,à rénover,0,184600
32,1,7,0,5,1957,Croix-Rousse,2,bon,1,234700
32,1,8,0,3,1996,Presqu'île,7,bon,1,257700
44,2,8,0,3,1978,Presqu'île,5,bon,0,320900
64,3,9,0,8,1968,Presqu'île,7,bon,0,443800
67,3,12,0,1,1961,Presqu'île,0,à rénover,0,435900
93,4,6,0,4,1956,Presqu'île,0,bon,0,651800
29,1,2,0,3,1948,Monplaisir,1,bon,0,165700
18,1,1,0,9,1991,Croix-Rousse,0,bon,0,111200
92,4,11,1,8,1965,Part-Dieu,5,bon,0,570400
31,1,5,0,3,1970,Presqu'île,0,neuf,1,241800
33,2,1,0,5,1952,Monplaisir,5,à rénover,1,185800
37,2,14,1,7,1996,Monplaisir,6,bon,1,257200
57,3,14,1,6,2006,Confluence,7,à rénover,0,342500
38,2,8,0,8,2018,Confluence,7,bon,1,275400
67,3,9,0,8,1988,Monplaisir,4,bon,1,428200
46,2,15,1,4,2007,Part-Dieu,10,neuf,1,367000
47,2,2,0,6,1930,Vieux Lyon,0,à rénover,0,234300
109,5,1,0,8,1951,Monplaisir,0,bon,0,568900
95,5,5,0,6,2003,Confluence,2,bon,1,621500
111,5,6,0,6,1904,Vieux Lyon,1,bon,0,658900
23,1,6,0,4,2021,Part-Dieu,7,neuf,1,183300
41,2,14,0,6,1939,Croix-Rousse,4,neuf,0,294100
79,4,14,1,6,1948,Croix-Rousse,4,bon,0,542100
33,1,6,0,8,1957,Part-Dieu,0,bon,0,190900
40,2,7,0,5,1977,Part-Dieu,2,à rénover,0,219600
52,2,12,0,6,2014,Confluence,11,bon,1,378300
57,2,15,1,8,2025,Confluence,12,neuf,1,445600
78,4,6,0,10,1983,Croix-Rousse,4,bon,0,499900
34,2,7,0,7,1962,Croix-Rousse,0,bon,0,217000
30,1,13,0,6,1980,Presqu'île,8,bon,0,226100
49,3,4,1,6,1980,Presqu'île,5,bon,0,354100
59,2,14,0,10,1975,Monplaisir,7,bon,1,376200
25,1,13,1,8,1972,Croix-Rousse,10,bon,0,184000
51,2,10,1,6,1911,Vieux Lyon,6,bon,0,322900
33,2,5,0,5,1979,Part-Dieu,6,neuf,1,238400
42,2,7,0,5,1967,Part-Dieu,9,à rénover,1,253200
74,3,1,0,7,1975,Croix-Rousse,4,bon,1,484500
28,1,0,0,6,2012,Confluence,0,neuf,1,202100
28,1,0,0,8,1943,Monplaisir,3,bon,1,169300
22,1,2,0,8,1986,Confluence,0,à rénover,1,130500
64,3,2,0,8,1953,Croix-Rousse,0,bon,0,387100
53,2,12,1,5,1936,Part-Dieu,1,bon,1,342100
93,4,6,0,4,2025,Part-Dieu,5,bon,1,638800
40,2,7,0,9,2021,Confluence,4,neuf,0,284100
50,2,13,0,8,2004,Monplaisir,8,bon,1,341600
108,5,9,0,6,1951,Vieux Lyon,0,bon,0,684800
48,2,7,0,5,2009,Part-Dieu,6,neuf,1,361700
71,3,2,0,10,1964,Croix-Rousse,0,bon,0,429600
66,3,7,1,6,2008,Confluence,7,neuf,1,475600
36,2,6,0,8,2025,Confluence,0,bon,1,249300
41,2,3,0,7,1932,Croix-Rousse,0,à rénover,0,213500
47,2,6,0,6,1863,Vieux Lyon,3,bon,0,271000
18,1,5,0,5,2008,Part-Dieu,3,neuf,1,142200
38,2,3,0,7,1959,Monplaisir,3,bon,0,217100
61,3,7,0,4,1883,Vieux Lyon,6,à rénover,0,321700
62,2,5,1,5,1967,Vieux Lyon,0,bon,0,397500
30,1,9,0,1,1909,Vieux Lyon,8,à rénover,0,185100
43,2,2,0,8,1934,Croix-Rousse,0,bon,0,255900
58,3,0,0,5,2023,Part-Dieu,5,neuf,1,421500
21,1,4,0,6,1972,Part-Dieu,2,bon,1,147800
36,2,10,1,7,1975,Monplaisir,4,bon,1,238000
72,4,0,0,9,1967,Croix-Rousse,2,à rénover,0,390000
58,3,9,0,6,1962,Vieux Lyon,4,à rénover,0,325500
36,2,10,0,3,1967,Part-Dieu,4,bon,1,249200
36,2,7,0,5,2025,Part-Dieu,11,neuf,1,284100
37,2,0,0,8,2005,Monplaisir,0,bon,1,229800
29,1,7,1,6,1944,Presqu'île,3,à rénover,0,173000
54,3,2,0,8,1986,Monplaisir,1,bon,0,312700
33,2,5,1,8,2025,Monplaisir,8,neuf,1,259200
58,3,11,1,8,2025,Confluence,6,neuf,1,435800
94,5,10,0,4,1982,Presqu'île,1,neuf,1,714700
27,1,2,0,4,1961,Part-Dieu,3,bon,0,165900
36,2,8,0,5,2000,Part-Dieu,5,bon,0,241600
48,2,14,0,7,2014,Part-Dieu,0,neuf,1,358000
96,4,14,1,7,1894,Croix-Rousse,8,bon,0,595400
61,3,5,0,7,2025,Confluence,6,neuf,1,446800
46,2,10,0,6,1984,Croix-Rousse,8,bon,0,327000
30,1,11,1,9,1969,Croix-Rousse,4,à rénover,0,175700
51,2,3,0,5,1960,Part-Dieu,0,bon,0,309500
32,2,2,0,4,1974,Part-Dieu,0,bon,0,194600
23,1,9,0,7,1868,Vieux Lyon,4,bon,1,153500
70,3,11,0,7,1985,Monplaisir,0,bon,1,436700
49,2,6,0,7,2025,Confluence,6,neuf,1,371900
18,1,5,0,5,1964,Croix-Rousse,0,bon,1,128500
22,1,11,0,6,1965,Part-Dieu,6,à rénover,0,127800
18,1,10,1,2,2008,Part-Dieu,4,neuf,1,151700
27,1,7,0,7,1951,Croix-Rousse,1,bon,0,170300
29,1,15,1,4,1962,Presqu'île,5,bon,0,220900
53,2,15,0,6,2025,Confluence,11,bon,1,393200
75,3,9,1,8,1923,Croix-Rousse,7,neuf,0,520600
39,2,1,0,4,2009,Part-Dieu,0,bon,1,266500
49,2,1,0,9,1910,Vieux Lyon,3,bon,0,277600
29,1,5,0,4,1977,Presqu'île,2,bon,1,219800
78,3,8,0,8,2025,Monplaisir,5,bon,1,515300
31,1,9,0,8,1980,Croix-Rousse,1,bon,0,205700
57,2,2,0,9,1912,Monplaisir,6,à rénover,0,261500
20,1,12,1,7,1941,Croix-Rousse,5,bon,0,136900
41,2,9,1,4,1912,Vieux Lyon,7,bon,0,259500
39,2,9,1,4,2001,Presqu'île,6,neuf,1,325500
20,1,7,1,6,1919,Vieux Lyon,9,neuf,0,144400
55,3,13,0,11,1940,Croix-Rousse,1,à rénover,0,298200
18,1,13,0,8,1989,Croix-Rousse,4,neuf,0,134600
18,1,8,0,3,1991,Part-Dieu,6,à rénover,0,114100
58,3,12,0,8,2025,Confluence,8,bon,1,420500
99,5,0,0,5,1970,Part-Dieu,0,bon,1,603000
47,2,1,0,6,1961,Part-Dieu,0,à rénover,0,236700
34,1,5,0,4,1977,Part-Dieu,2,bon,0,213400
80,4,6,0,5,1930,Croix-Rousse,1,bon,0,498200
29,1,8,0,9,1959,Vieux Lyon,5,à rénover,0,163200
52,2,12,0,7,1983,Confluence,13,bon,0,346000
24,1,0,0,7,2024,Confluence,4,bon,1,173500
28,1,15,0,7,1925,Vieux Lyon,4,à rénover,0,164000
76,4,6,0,3,1929,Presqu'île,0,à rénover,0,441200
20,1,2,0,6,2018,Confluence,11,neuf,0,154100
92,5,5,0,8,1982,Monplaisir,4,neuf,0,585700
24,1,8,0,7,1998,Confluence,5,bon,1,176600
33,1,10,1,5,1962,Vieux Lyon,0,bon,0,220700
84,4,15,0,5,1900,Vieux Lyon,9,à rénover,0,463300
65,3,7,1,6,1975,Monplaisir,3,à rénover,1,354800
37,2,9,0,9,2025,Confluence,9,neuf,1,282600
56,3,0,0,9,2025,Confluence,3,neuf,1,394800
48,2,7,0,4,1923,Presqu'île,4,bon,0,318700
26,1,6,0,5,1919,Vieux Lyon,2,bon,0,165200
54,3,14,1,6,1949,Vieux Lyon,9,à rénover,0,321700
46,2,8,1,3,2013,Part-Dieu,9,à rénover,1,307000
56,3,13,0,5,2024,Part-Dieu,11,neuf,1,436600
50,2,15,0,8,1918,Vieux Lyon,9,bon,0,323600
108,5,1,0,4,2015,Part-Dieu,10,bon,1,710500
22,1,7,1,8,1982,Monplaisir,0,à rénover,1,123700
64,3,8,0,8,1950,Monplaisir,1,à rénover,1,322600
39,2,13,0,4,1979,Part-Dieu,4,bon,1,275900
27,1,0,1,5,1948,Croix-Rousse,2,bon,0,177900
78,3,15,1,10,1937,Croix-Rousse,8,à rénover,0,445900
57,3,11,1,5,1982,Part-Dieu,7,neuf,1,423700
49,2,9,0,5,1949,Croix-Rousse,0,à rénover,0,277700
46,2,10,1,5,1943,Presqu'île,3,bon,0,313800
80,4,2,0,8,1976,Monplaisir,0,à rénover,0,387600
55,3,3,0,3,1980,Part-Dieu,3,à rénover,1,317200
37,2,2,0,1,1971,Presqu'île,0,bon,0,255400
47,2,6,0,7,1958,Monplaisir,5,à rénover,1,250400
57,3,0,0,10,2010,Confluence,5,neuf,1,389300
21,1,12,0,2,1959,Vieux Lyon,2,à rénover,0,125000
39,2,11,0,1,1957,Presqu'île,0,à rénover,0,240500
23,1,7,0,3,1962,Presqu'île,2,bon,0,162500
71,3,6,0,9,2025,Confluence,0,neuf,1,495000
23,1,11,0,8,1986,Confluence,2,à rénover,1,140000
77,4,5,0,7,2025,Confluence,4,bon,1,521000
62,3,10,1,4,2025,Part-Dieu,11,neuf,1,473900
60,3,9,1,9,1964,Croix-Rousse,4,neuf,0,416400
80,3,4,1,6,1982,Part-Dieu,0,à rénover,1,430600
18,1,6,0,6,1918,Croix-Rousse,4,bon,0,114700
30,2,3,0,7,1938,Vieux Lyon,0,à rénover,0,153000
20,1,4,0,7,1910,Croix-Rousse,2,bon,0,121800
110,4,4,0,9,1967,Monplaisir,6,à rénover,0,534100
53,2,0,0,10,2025,Confluence,2,bon,1,339700
41,2,9,0,5,1937,Vieux Lyon,5,à rénover,0,225800
33,2,5,0,7,1942,Croix-Rousse,0,bon,1,224200
24,1,13,1,9,2025,Confluence,10,bon,1,192400
26,1,12,1,9,1935,Croix-Rousse,8,neuf,0,191200
39,2,6,0,2,1936,Presqu'île,3,bon,0,265700
128,6,14,0,8,1959,Part-Dieu,5,neuf,0,844700
50,3,14,1,8,1965,Confluence,8,bon,0,332100
65,3,10,1,4,1891,Vieux Lyon,2,à rénover,0,351300
40,2,13,1,3,1985,Part-Dieu,3,bon,1,285600
46,2,0,0,5,1983,Monplaisir,4,bon,1,289500
109,6,15,1,5,1999,Part-Dieu,3,neuf,1,799400
70,3,2,0,6,2014,Confluence,1,neuf,1,492000
68,3,13,0,8,2025,Part-Dieu,10,bon,1,479000
56,2,9,0,4,1930,Monplaisir,7,bon,0,343100
25,1,12,1,7,1979,Monplaisir,5,à rénover,0,140500
97,5,11,0,8,2000,Croix-Rousse,11,bon,1,683700
71,3,2,0,7,2021,Confluence,12,neuf,1,517200
46,2,2,0,6,2025,Confluence,5,neuf,1,339500
159,7,2,0,6,1939,Vieux Lyon,7,bon,0,974200
58,3,0,0,5,2025,Confluence,2,neuf,1,409900
32,1,1,0,3,1931,Presqu'île,0,bon,0,204200
20,1,14,1,6,1952,Vieux Lyon,12,bon,0,148000
18,1,5,0,7,1909,Croix-Rousse,6,à rénover,0,100100
44,2,9,0,9,1970,Monplaisir,10,bon,1,284900
74,3,11,1,6,1954,Croix-Rousse,5,bon,0,491200
38,2,8,0,4,1971,Presqu'île,2,neuf,0,285600
119,5,2,0,4,2025,Part-Dieu,1,neuf,1,835200
36,2,14,1,9,2025,Confluence,8,bon,1,271500
78,4,9,1,8,1950,Croix-Rousse,0,bon,0,512100
28,1,4,0,10,1955,Croix-Rousse,3,bon,0,172900
47,2,11,1,5,1966,Part-Dieu,5,bon,1,323500
53,2,7,0,2,1957,Presqu'île,4,bon,0,378400
23,1,9,1,10,1900,Croix-Rousse,4,bon,0,146800
44,2,6,0,4,1996,Part-Dieu,4,bon,1,311100
21,1,8,0,7,2025,Confluence,5,neuf,1,168200
50,3,13,1,6,1968,Croix-Rousse,3,à rénover,0,305700
57,3,9,0,8,1944,Vieux Lyon,2,à rénover,0,307500
18,1,0,0,7,1996,Confluence,2,neuf,0,118700
46,2,13,1,3,1971,Presqu'île,8,à rénover,0,314000
21,1,1,0,7,1935,Vieux Lyon,0,à rénover,0,103800
95,5,13,0,4,1962,Presqu'île,2,bon,0,681300
52,2,11,1,7,1946,Part-Dieu,3,bon,0,327300
21,1,11,0,10,1984,Croix-Rousse,8,neuf,1,175200
24,1,11,1,5,1946,Presqu'île,2,à rénover,0,149900
56,2,7,0,5,1947,Part-Dieu,0,à rénover,1,299700
68,3,14,0,6,1960,Presqu'île,10,bon,0,504600
99,4,1,0,4,1978,Part-Dieu,2,bon,1,631300
75,3,6,1,5,2006,Monplaisir,1,neuf,1,522300
50,2,2,0,5,1962,Croix-Rousse,0,bon,0,316100
69,3,14,1,7,1965,Croix-Rousse,6,à rénover,0,412900
63,3,3,1,6,1993,Part-Dieu,1,neuf,1,427100
65,3,9,0,5,2025,Part-Dieu,12,bon,1,474900
108,5,4,0,8,1984,Croix-Rousse,3,neuf,1,763800
51,2,2,0,8,1930,Vieux Lyon,0,bon,0,293900
37,2,7,1,8,1990,Confluence,3,bon,1,256700
31,2,9,0,9,2025,Confluence,6,neuf,1,238000
52,2,2,0,7,1966,Part-Dieu,3,bon,1,325900
69,3,13,0,7,1930,Vieux Lyon,8,à rénover,0,389700
41,2,7,1,9,1952,Monplaisir,5,à rénover,0,203700
31,1,12,1,7,1974,Confluence,6,bon,1,226100
58,3,14,1,7,1992,Monplaisir,3,à rénover,1,340800
60,3,1,0,7,2025,Confluence,3,neuf,1,419400
32,1,5,0,2,1971,Part-Dieu,5,neuf,1,238600
128,6,7,0,7,1976,Confluence,3,à rénover,1,687300
61,2,2,0,5,2005,Monplaisir,9,bon,1,393700
86,4,5,0,4,2018,Part-Dieu,10,neuf,1,624900
76,3,7,0,7,1911,Vieux Lyon,6,bon,0,464900
21,1,12,1,7,1958,Part-Dieu,12,bon,1,164400
61,3,10,0,4,1933,Vieux Lyon,7,bon,0,407300
34,1,5,0,9,1918,Croix-Rousse,0,bon,1,220900
57,3,5,0,7,1981,Confluence,4,bon,0,354100
30,1,10,0,6,1913,Vieux Lyon,3,à rénover,0,162300
86,4,3,0,4,1981,Presqu'île,2,bon,0,595600
41,2,9,0,7,1982,Croix-Rousse,1,bon,1,288500
39,2,4,0,6,1979,Vieux Lyon,2,bon,1,270300
65,3,4,0,6,1941,Presqu'île,2,bon,0,430700
116,5,5,0,5,1943,Vieux Lyon,5,bon,0,745800
50,3,14,1,5,1975,Monplaisir,2,bon,1,335400
29,1,11,0,3,2009,Part-Dieu,8,bon,1,218800
48,2,3,0,6,1929,Monplaisir,0,bon,0,265500
46,2,13,0,7,1993,Monplaisir,6,bon,0,287800
53,2,3,0,6,1987,Presqu'île,3,bon,1,383400
42,2,12,0,6,2025,Confluence,8,bon,1,304100
45,2,14,1,4,1976,Part-Dieu,4,à rénover,1,285300
66,4,8,0,6,1902,Vieux Lyon,7,à rénover,0,347600
95,5,10,1,8,1967,Part-Dieu,5,neuf,1,644100
39,2,15,1,4,1946,Part-Dieu,5,bon,0,256300
61,3,15,1,8,1918,Vieux Lyon,8,à rénover,1,357000
45,2,4,1,8,1961,Confluence,4,bon,0,276800
150,7,3,0,6,1927,Vieux Lyon,0,bon,0,899600
44,2,9,1,2,1930,Presqu'île,6,à rénover,0,278300
18,1,12,0,5,1918,Vieux Lyon,2,neuf,0,125300
43,2,11,1,6,2025,Confluence,9,neuf,1,338800
40,2,15,0,4,1982,Vieux Lyon,8,neuf,0,304000
18,1,11,1,5,1917,Vieux Lyon,2,bon,0,117100
33,1,15,1,5,1924,Vieux Lyon,7,à rénover,0,201400
63,3,0,0,9,1946,Croix-Rousse,0,bon,0,372400
101,4,12,1,8,1983,Croix-Rousse,3,bon,0,683400
23,1,0,0,7,2010,Monplaisir,0,bon,1,149200
34,1,3,0,5,1950,Presqu'île,3,bon,0,229500
62,3,7,1,8,1947,Croix-Rousse,1,bon,0,401700
56,2,7,0,6,1957,Part-Dieu,3,neuf,0,371900
27,1,6,0,4,2002,Part-Dieu,6,bon,0,178600
29,1,1,0,5,1947,Vieux Lyon,3,bon,0,184200
37,2,2,0,12,1980,Monplaisir,2,bon,1,223200
54,2,14,1,8,1992,Monplaisir,8,bon,1,363300
117,6,8,0,7,1959,Croix-Rousse,0,bon,0,731400
36,1,3,0,2,1941,Presqu'île,0,bon,0,242600
45,2,6,1,6,1979,Confluence,9,à rénover,0,260800
31,1,5,0,5,1978,Monplaisir,3,à rénover,1,180300
65,3,15,0,6,1941,Vieux Lyon,5,bon,0,430100
58,2,10,0,9,1963,Croix-Rousse,7,à rénover,0,337100
38,2,11,1,6,1924,Croix-Rousse,5,bon,0,253100
43,2,12,0,4,1989,Part-Dieu,5,neuf,1,321700
75,3,4,1,6,2009,Confluence,3,bon,1,513300
31,2,3,0,9,1955,Croix-Rousse,3,bon,1,204800
81,3,10,0,6,2021,Part-Dieu,6,neuf,1,594500
41,2,11,1,4,1944,Vieux Lyon,4,bon,0,278000
41,2,3,0,3,1963,Presqu'île,4,à rénover,0,256800
32,1,10,0,8,1966,Monplaisir,2,à rénover,0,165300
31,1,6,1,2,1971,Part-Dieu,3,à rénover,0,185100
45,2,9,0,9,1966,Croix-Rousse,0,à rénover,0,251700
51,2,5,1,6,1964,Monplaisir,2,à rénover,0,257000
92,4,10,0,8,1937,Vieux Lyon,0,à rénover,0,485300
43,2,6,0,8,1948,Croix-Rousse,6,bon,1,287800
39,2,0,0,8,1963,Monplaisir,0,bon,1,237700
76,3,15,1,5,1963,Part-Dieu,9,bon,1,519800
47,2,10,0,8,1892,Croix-Rousse,6,bon,0,297700
60,3,7,0,4,1952,Monplaisir,3,à rénover,1,322400
47,2,4,1,3,1962,Vieux Lyon,0,à rénover,0,271100
40,2,5,0,8,1958,Croix-Rousse,1,bon,0,253600
81,3,1,0,8,1987,Part-Dieu,1,bon,1,491000
51,2,14,1,6,1996,Part-Dieu,7,bon,0,347100
40,2,8,0,8,2009,Confluence,6,neuf,1,297200
23,1,12,0,3,1970,Part-Dieu,0,bon,1,167300
88,5,8,0,4,2013,Part-Dieu,12,neuf,1,653100
58,3,4,0,6,1918,Vieux Lyon,5,bon,0,356900
48,2,11,1,7,1944,Presqu'île,7,bon,0,335500
33,2,3,0,9,1943,Croix-Rousse,6,à rénover,0,179400
41,2,11,0,4,1988,Presqu'île,3,bon,0,298600
153,6,14,0,4,2006,Part-Dieu,5,bon,0,1032500
59,3,14,1,7,1992,Part-Dieu,9,neuf,1,431500
75,3,1,0,5,2002,Part-Dieu,2,à rénover,1,424400
59,3,5,1,9,1971,Monplaisir,5,à rénover,0,282200
44,2,10,0,10,1990,Confluence,10,neuf,0,307600
18,1,15,1,5,1935,Croix-Rousse,4,bon,0,128700
52,2,0,0,8,1967,Croix-Rousse,2,bon,0,317200
44,2,6,0,6,1930,Presqu'île,5,bon,0,291200
41,2,11,0,6,1965,Part-Dieu,2,neuf,1,296100
126,6,0,0,6,1977,Croix-Rousse,1,à rénover,0,695700
28,1,10,0,9,1982,Monplaisir,0,bon,1,182100
48,2,0,0,4,1961,Presqu'île,2,bon,0,328800
68,3,1,0,10,2025,Confluence,0,neuf,1,468000
71,3,4,0,3,1985,Part-Dieu,2,bon,1,456300
34,1,1,0,4,1936,Part-Dieu,9,bon,1,224900
50,2,2,0,10,2025,Confluence,5,neuf,1,352400
30,2,8,0,4,1937,Presqu'île,6,bon,0,205600
95,3,9,0,3,1933,Part-Dieu,0,à rénover,0,491200
67,3,13,0,7,1945,Croix-Rousse,1,à rénover,0,382400
26,1,10,0,3,1966,Part-Dieu,5,à rénover,1,165800
122,6,13,1,7,1969,Part-Dieu,8,bon,0,759700
64,3,9,0,7,1934,Croix-Rousse,4,bon,0,411000
18,1,7,0,6,1974,Vieux Lyon,5,bon,1,136800
60,3,13,1,4,2025,Part-Dieu,14,bon,1,442600
34,2,6,1,4,1955,Presqu'île,2,bon,0,240100
70,3,6,1,2,1997,Presqu'île,5,bon,0,522200
19,1,0,0,7,1975,Monplaisir,0,bon,0,105800
61,3,3,0,7,1955,Croix-Rousse,5,bon,0,390900
25,1,14,0,5,1916,Vieux Lyon,6,neuf,0,178800
61,3,0,0,8,1916,Vieux Lyon,8,bon,0,362900
60,3,0,0,4,1924,Vieux Lyon,0,neuf,0,381600
86,3,10,0,5,1993,Part-Dieu,3,bon,0,561700
49,2,8,0,4,1972,Presqu'île,4,bon,0,347200
82,4,2,0,7,2019,Confluence,7,bon,1,534800
125,6,14,1,6,2014,Presqu'île,10,neuf,0,1017500
53,3,0,0,6,1972,Croix-Rousse,0,bon,0,334400
66,3,2,1,3,2009,Presqu'île,1,neuf,1,524800
42,2,10,0,8,1986,Monplaisir,7,bon,1,287200
52,2,10,1,8,2000,Confluence,0,neuf,1,377700
59,2,6,0,7,1980,Monplaisir,4,bon,1,370600
25,1,11,1,6,1992,Part-Dieu,9,à rénover,1,170900
38,1,15,1,4,1991,Part-Dieu,9,neuf,0,290500
58,2,3,0,1,1908,Presqu'île,0,bon,0,376300
42,2,0,0,4,1971,Part-Dieu,1,à rénover,0,210400
